Customer ID,Name,Age,Gender,Email,Phone,City,State,Country,Region,Join Date,Last Purchase,Orders,Average Order Value,Total Revenue,Customer Lifetime Value,Annual Income,Monthly Income,Satisfaction Score,Customer Score,Churn Risk,Segment,Loyalty Level,Favorite Category,Payment Method,Acquisition Channel,Discount Usage (%),Returns,Support Tickets,Website Visits,App Sessions,Wishlist Items,Cart Abandonments,Referral Count,Coupon Used,Premium Member,Newsletter,Days Since Last Purchase
3462,Teresa Braun,34,Female,madelinewoodard@example.com,5358189857,North Joseph,Montana,India,West,2026-04-18,2026-06-19,36,1963,70668,165984.3,268971,22414,4.7,100.0,0.0,Regular,Silver,Groceries,Net Banking,Referral,74,5,1,56,136,35,28,15,Yes,Yes,Subscribed,32
3463,Angela Martin,70,Female,angelagibbs@example.com,5109346673,West Amytown,North Dakota,India,North,2022-01-26,2025-10-28,15,3591,53865,88839.83,2388150,199012,4.8,88.77,37.0,Regular,Bronze,Beauty,Credit Card,Email Campaign,11,13,17,22,118,15,30,5,No,No,Subscribed,266
3464,Christopher Simon,47,Female,melindahorton@example.com,0111566311,Matthewborough,Rhode Island,India,South,2022-01-14,2026-07-09,65,7302,474630,1256365.29,327589,27299,3.6,100.0,0.0,VIP,Platinum,Fashion,Credit Card,Email Campaign,44,1,10,222,92,23,7,8,No,No,Subscribed,12
3465,Gina Humphrey,44,Male,marthaholmes@example.org,0147669648,Christinatown,Delaware,India,West,2022-05-19,2025-09-01,103,4246,437338,1030791.56,1231594,102632,4.2,100.0,38.0,VIP,Platinum,Electronics,Wallet,Facebook,72,10,8,112,173,5,22,20,Yes,No,Subscribed,323
3466,Kevin Jackson,35,Male,gdouglas@example.com,0431138750,Lake Robertville,New Mexico,India,North,2024-06-19,2025-10-11,48,5222,250656,418261.61,1262767,105230,2.6,100.0,54.0,VIP,Platinum,Sports,Cash,Facebook,3,9,8,79,40,37,8,13,Yes,No,Not Subscribed,283
3467,Jeremiah Park,67,Male,emartinez@example.com,2166401625,Michaelmouth,South Carolina,India,North,2024-08-16,2025-12-09,48,4295,206160,266854.29,457417,38118,2.7,100.0,53.0,Premium,Gold,Home,Net Banking,Instagram,2,5,1,248,59,28,17,22,No,Yes,Not Subscribed,224
3468,Karen Taylor,39,Female,shawcandice@example.org,2595616898,North Kevinville,Wisconsin,India,South,2024-10-20,2025-08-26,6,2063,12378,23392.85,2989510,249125,3.1,45.48,63.0,At Risk,Bronze,Books,Wallet,Referral,53,10,2,242,98,31,21,21,Yes,No,Subscribed,329
3469,Emily Mcintyre,69,Female,tylerbrady@example.org,4657610527,Lanceborough,Massachusetts,India,South,2023-07-22,2025-07-28,108,5328,575424,1885191.94,369199,30766,3.5,100.0,45.0,VIP,Platinum,Books,UPI,Website,24,11,19,117,30,10,24,3,Yes,Yes,Subscribed,358
3470,Kevin Olson,29,Male,wilsongeorge@example.net,7486993588,Sethville,Virginia,India,East,2024-07-21,2026-06-07,119,4043,481117,694883.4,599543,49961,2.7,100.0,25.0,VIP,Platinum,Electronics,Credit Card,Google Ads,24,10,16,18,116,29,27,22,Yes,Yes,Not Subscribed,44
3471,Gabrielle Yoder,63,Female,ashley14@example.com,5032312489,Bakermouth,North Carolina,India,Central,2022-11-29,2026-03-01,66,4397,290202,806839.95,2805736,233811,4.8,100.0,32.0,VIP,Platinum,Electronics,Net Banking,Google Ads,48,7,16,159,82,15,10,23,No,No,Subscribed,142
3472,Anne Ward,70,Male,vflores@example.net,7372041689,West David,Massachusetts,India,North,2021-09-03,2025-07-30,25,7605,190125,447482.92,1889769,157480,3.0,100.0,50.0,Premium,Gold,Books,Cash,Email Campaign,99,11,15,23,132,4,10,2,Yes,No,Not Subscribed,356
3473,Sarah Roberts,52,Male,smithandrew@example.com,8762408283,South Jeffery,North Dakota,India,South,2025-12-11,2025-12-03,55,4812,264660,444945.56,517614,43134,3.2,100.0,48.0,VIP,Platinum,Electronics,UPI,Mobile App,91,9,12,140,198,22,30,11,Yes,Yes,Subscribed,230
3474,Marc Grant,44,Female,meghansnyder@example.org,7218257157,Murphyfurt,Iowa,India,Central,2025-01-14,2026-01-22,91,4132,376012,754101.12,1016167,84680,3.7,100.0,43.0,VIP,Platinum,Electronics,Debit Card,Google Ads,56,2,8,272,152,4,5,11,No,No,Subscribed,180
3475,Chelsea Ryan,68,Female,crios@example.org,1843968229,Aguilarshire,Michigan,India,Central,2023-01-10,2025-09-28,36,4198,151128,280178.27,525606,43800,4.2,100.0,38.0,Premium,Gold,Groceries,Debit Card,Facebook,92,10,17,216,106,33,27,9,Yes,No,Not Subscribed,296
3476,Scott Alvarez,39,Male,alexschwartz@example.org,6441589689,Lake Lori,New Jersey,India,Central,2022-09-07,2026-06-13,108,7154,772632,2381238.5,874932,72911,3.2,100.0,17.0,VIP,Platinum,Books,Debit Card,Mobile App,17,6,1,271,188,37,28,23,No,Yes,Not Subscribed,38
3477,Logan Schneider,24,Female,rosevega@example.org,9021573208,Parkberg,North Carolina,India,North,2022-03-23,2026-05-19,7,1716,12012,40598.32,1285334,107111,3.9,55.4,35.5,At Risk,Bronze,Sports,Net Banking,Email Campaign,14,9,4,33,15,36,9,1,No,Yes,Subscribed,63
3478,Taylor Roberts,50,Male,tiffanycompton@example.org,0481611336,Timothyton,Connecticut,India,South,2023-04-13,2025-09-05,73,3531,257763,857655.32,719000,59916,2.5,100.0,55.0,VIP,Platinum,Groceries,Credit Card,Website,91,13,14,20,174,11,28,9,No,Yes,Not Subscribed,319
3479,Nathan Curry,64,Female,kkennedy@example.com,2630266980,New Julie,Oregon,India,Central,2025-12-04,2025-11-14,58,4295,249110,567213.13,2800359,233363,4.9,100.0,31.0,Premium,Gold,Electronics,Cash,Mobile App,34,12,14,111,0,29,4,3,Yes,No,Subscribed,249
3480,Katherine Hamilton,63,Male,barbararay@example.org,4128391756,Lake Amandaberg,Vermont,India,West,2025-10-10,2026-04-14,66,5829,384714,714660.44,1900543,158378,3.2,100.0,47.0,VIP,Platinum,Beauty,Wallet,Instagram,68,15,7,159,93,28,29,12,No,Yes,Subscribed,98
3481,Michelle Kirby,23,Male,troy30@example.org,4907488241,Robertberg,Alaska,India,South,2023-09-04,2026-04-06,37,6466,239242,667810.09,1564934,130411,3.9,100.0,41.0,Premium,Gold,Electronics,Debit Card,Google Ads,60,8,10,213,74,19,7,3,No,No,Subscribed,106
3482,Thomas Boyer,30,Female,trujillobrianna@example.org,7342722089,Lake Danielland,New Jersey,India,Central,2022-08-31,2025-08-11,29,7695,223155,404463.77,859353,71612,4.1,100.0,39.0,Premium,Gold,Electronics,Net Banking,Instagram,4,9,13,6,132,18,12,21,No,Yes,Not Subscribed,344
3483,Mary Bates,70,Male,banderson@example.com,7364389415,Lake Tara,Arkansas,India,North,2024-07-03,2026-04-30,62,5612,347944,979668.85,2276818,189734,2.8,100.0,43.0,VIP,Platinum,Books,Net Banking,Facebook,62,0,17,135,142,5,10,22,Yes,Yes,Not Subscribed,82
3484,Morgan Zhang,65,Male,jonesphillip@example.com,1517477234,Campbellhaven,Texas,India,West,2023-06-05,2025-12-29,90,615,55350,133450.01,1107548,92295,4.9,100.0,31.0,Regular,Bronze,Fashion,Debit Card,Email Campaign,54,2,7,100,9,19,1,25,Yes,Yes,Not Subscribed,204
3485,Kristine Carter,29,Male,zstout@example.net,3350468015,Benjaminfurt,Arizona,India,Central,2026-02-22,2025-09-17,105,4238,444990,1185359.87,583750,48645,4.5,100.0,35.0,VIP,Platinum,Sports,Wallet,Facebook,10,6,0,248,58,26,12,2,Yes,No,Not Subscribed,307
3486,John Gibson,68,Female,nancy85@example.com,9632299194,Lake Tanya,Indiana,India,Central,2021-12-31,2026-01-15,49,1918,93982,210805.65,2303813,191984,2.7,100.0,53.0,Regular,Silver,Electronics,Cash,Facebook,34,2,13,284,44,26,21,22,Yes,No,Subscribed,187
3487,Misty George,28,Male,pjones@example.com,0619377061,Lake Christophermouth,Utah,India,South,2024-02-27,2026-05-03,10,5970,59700,184408.77,839670,69972,2.7,58.94,52.5,Regular,Bronze,Electronics,Net Banking,Mobile App,45,3,19,232,166,1,19,12,No,No,Subscribed,79
3488,Carl Gilmore,34,Male,josephmiller@example.com,6724274207,Wilsonmouth,Texas,India,Central,2026-04-29,2026-01-23,34,1683,57222,132838.05,2429327,202443,3.5,100.0,45.0,Regular,Bronze,Fashion,Wallet,Website,11,14,16,148,2,20,9,17,Yes,No,Subscribed,179
3489,Bryan Gonzales,26,Female,nicole64@example.net,7143648936,New Williamfort,Vermont,India,Central,2026-03-15,2025-09-12,61,7678,468358,865178.78,302981,25248,2.8,100.0,52.0,VIP,Platinum,Fashion,Wallet,Email Campaign,34,14,15,56,179,23,16,20,No,Yes,Subscribed,312
3490,Tara Smith,61,Female,miguelfrost@example.net,8160253344,East Arthur,Iowa,India,Central,2024-06-17,2026-04-30,30,2260,67800,207943.42,2612985,217748,4.2,100.0,29.0,Regular,Silver,Electronics,Credit Card,Instagram,9,15,18,114,107,32,13,8,Yes,Yes,Not Subscribed,82
3491,Anna Jones,22,Male,chenashley@example.org,8937099726,East Elizabeth,Arkansas,India,Central,2025-09-23,2025-07-26,9,6429,57861,89746.5,882855,73571,3.7,66.57,54.0,Regular,Bronze,Sports,Debit Card,Facebook,40,12,11,102,155,36,25,17,No,Yes,Subscribed,360
3492,Rachel Smith,44,Female,georgeneal@example.org,2400622417,North Richardshire,Utah,India,South,2024-01-25,2025-09-09,85,3900,331500,1062616.06,2106508,175542,3.0,100.0,50.0,VIP,Platinum,Fashion,Wallet,Instagram,11,8,4,108,87,8,15,21,No,Yes,Not Subscribed,315
3493,William Rodgers,22,Female,shawn69@example.org,9027699904,North Mary,Hawaii,India,South,2025-12-04,2026-05-21,93,4475,416175,933166.43,1338051,111504,3.7,100.0,23.5,VIP,Platinum,Books,Debit Card,Website,91,9,16,227,7,20,12,8,Yes,No,Not Subscribed,61
3494,Kim Miranda,43,Male,stephenmartin@example.net,2539837453,Lake Jacobside,Louisiana,India,South,2025-01-22,2026-06-12,90,7551,679590,1691926.08,2830904,235908,3.3,100.0,16.5,VIP,Platinum,Groceries,Wallet,Instagram,15,6,11,215,1,38,18,1,Yes,No,Subscribed,39
3495,Karen Johnson,21,Female,robert32@example.net,6593124838,South Crystalmouth,Wyoming,India,East,2026-06-23,2026-02-05,76,7322,556472,1745684.83,255322,21276,4.9,100.0,31.0,VIP,Platinum,Books,Credit Card,Instagram,82,12,6,80,110,10,7,15,No,Yes,Subscribed,166
3496,Mary Torres,29,Female,qyoung@example.net,4132366162,Lake Katieside,California,India,North,2022-07-06,2026-01-30,62,5088,315456,603359.18,1881906,156825,4.9,100.0,31.0,VIP,Platinum,Home,Cash,Referral,23,9,1,197,176,33,6,14,No,No,Subscribed,172
3497,Carla Murray,69,Male,teresafields@example.net,5204524205,New Deborah,North Carolina,India,South,2025-11-02,2026-02-14,3,4358,13074,37385.7,523315,43609,2.6,34.61,71.0,At Risk,Bronze,Beauty,Credit Card,Instagram,42,12,9,26,189,1,13,14,No,No,Not Subscribed,157
3498,Cheryl Smith,61,Male,utate@example.org,1876395400,Lake Molly,Wyoming,India,East,2025-09-09,2026-02-14,3,5686,17058,44279.46,1395926,116327,4.6,55.41,51.0,New,Bronze,Books,Cash,Facebook,40,11,0,237,84,31,13,8,Yes,Yes,Subscribed,157
3499,Stephen Downs,37,Male,grichards@example.org,0570273038,Lake Benjaminshire,Alabama,India,Central,2023-11-01,2026-06-12,40,1861,74440,253471.22,508976,42414,4.6,100.0,3.5,Regular,Silver,Sports,Wallet,Email Campaign,98,6,12,192,74,20,2,18,Yes,Yes,Subscribed,39
3500,Mckenzie Rodriguez,63,Male,williamsstephanie@example.net,1038878151,South Michael,Arkansas,India,South,2024-01-07,2026-06-01,88,3210,282480,1006534.78,2019931,168327,3.7,100.0,18.0,VIP,Platinum,Beauty,Net Banking,Email Campaign,76,5,13,197,34,19,7,8,Yes,No,Subscribed,50
3501,Lauren Salas,52,Female,sthompson@example.org,5538709791,Lake Julie,Arkansas,India,East,2025-09-16,2026-01-16,84,5074,426216,934738.96,1503300,125275,3.5,100.0,45.0,VIP,Platinum,Electronics,Net Banking,Instagram,19,3,2,118,174,24,17,14,Yes,Yes,Not Subscribed,186
3502,Michael Stanley,45,Female,jeanneperez@example.org,8754496324,Brownfort,Idaho,India,North,2025-06-05,2026-06-24,33,2687,88671,177484.18,2239180,186598,4.5,100.0,0.0,Regular,Silver,Beauty,UPI,Website,68,12,18,156,168,4,7,19,Yes,No,Subscribed,27
3503,Carol Dixon,63,Male,isaiahjohnson@example.net,0143101609,Banksview,Washington,India,East,2025-09-14,2026-04-18,90,3183,286470,816254.05,673611,56134,3.2,100.0,45.0,VIP,Platinum,Fashion,Wallet,Website,59,1,18,116,21,38,2,23,No,No,Subscribed,94
3504,John Martin,39,Male,rushrebecca@example.net,5080542335,Davidside,Wisconsin,India,South,2025-08-28,2026-06-28,37,1477,54649,88960.35,2028607,169050,3.5,100.0,6.5,Regular,Bronze,Books,Cash,Website,89,5,1,222,143,20,12,13,Yes,No,Not Subscribed,23
3505,Lisa Beasley,22,Male,sharonwright@example.org,5147399053,Lake Michaelmouth,New York,India,North,2025-08-19,2025-11-25,16,5712,91392,140946.59,626928,52244,3.4,84.28,50.0,Regular,Silver,Books,Wallet,Facebook,19,12,2,176,94,16,23,4,Yes,No,Subscribed,238
3506,Edward Baldwin,21,Female,ppierce@example.org,6282613624,South Yvonneborough,Vermont,India,East,2022-05-22,2025-07-30,112,4771,534352,1386068.59,1954069,162839,3.2,100.0,48.0,VIP,Platinum,Sports,UPI,Mobile App,55,0,19,17,181,16,29,19,Yes,No,Subscribed,356
3507,Kathy Flores,65,Female,edwinward@example.com,0554632182,Parsonsberg,Nevada,India,East,2025-09-26,2026-06-11,95,3649,346655,665230.07,643462,53621,4.7,100.0,3.0,VIP,Platinum,Beauty,UPI,Instagram,62,4,17,59,27,8,5,6,No,Yes,Not Subscribed,40
3508,Angela Fisher,45,Male,grantkimberly@example.com,7607798989,Jimenezport,Indiana,India,South,2025-01-12,2025-11-12,41,3511,143951,273019.47,2534349,211195,3.4,100.0,46.0,Premium,Gold,Electronics,Credit Card,Email Campaign,72,14,10,99,105,22,27,25,No,No,Subscribed,251
3509,Jesse Wilcox,51,Female,lori25@example.net,4962525580,New Julie,Indiana,India,East,2026-06-16,2026-04-20,25,7703,192575,622462.89,862456,71871,4.1,100.0,35.0,Premium,Gold,Fashion,Cash,Referral,4,2,2,223,11,38,30,13,No,No,Subscribed,92
3510,Calvin Chandler,30,Female,lewismelanie@example.org,8575174319,New Shellybury,Connecticut,India,North,2023-06-11,2025-10-31,102,1337,136374,166639.92,280270,23355,3.0,100.0,50.0,Premium,Gold,Electronics,Net Banking,Website,33,4,3,81,2,39,13,19,No,No,Not Subscribed,263
3511,Kenneth Hayes,46,Male,tsantos@example.org,8660194611,Port Andrewport,Texas,India,East,2023-08-27,2025-09-08,101,7812,789012,1624945.25,829872,69156,5.0,100.0,30.0,VIP,Platinum,Home,Credit Card,Referral,24,9,15,218,79,26,27,22,No,No,Not Subscribed,316
3512,Matthew Moore,57,Male,danielle86@example.org,0855110803,Kennethland,Arkansas,India,Central,2023-07-05,2026-01-02,16,5434,86944,268546.79,371403,30950,4.0,89.39,44.0,Regular,Silver,Groceries,Net Banking,Email Campaign,76,1,11,197,4,13,26,4,Yes,No,Subscribed,200
3513,Tiffany Ford,21,Male,dmccarty@example.org,1311942710,Bairdtown,Nevada,India,North,2023-08-31,2025-12-18,110,2532,278520,352477.51,2213488,184457,4.5,100.0,35.0,VIP,Platinum,Books,Wallet,Google Ads,30,7,0,88,70,26,15,15,No,No,Subscribed,215
3514,Jason Peters,45,Female,jharvey@example.org,9456069559,Port Nicole,Idaho,India,North,2021-12-09,2025-11-09,66,937,61842,232358.8,2862207,238517,4.2,100.0,38.0,Regular,Silver,Home,Debit Card,Mobile App,8,0,15,84,144,39,23,13,No,No,Subscribed,254
3515,Thomas Edwards,39,Female,franklincristian@example.net,5364431623,North Kylestad,Wyoming,India,North,2022-10-05,2025-11-10,34,2163,73542,277213.53,2655033,221252,2.7,100.0,53.0,Regular,Silver,Home,Wallet,Website,9,1,1,124,167,40,30,10,Yes,Yes,Not Subscribed,253
3516,Debra Camacho,55,Female,roseerik@example.com,9688883114,Simpsonside,Kentucky,India,South,2025-02-17,2026-04-07,63,2829,178227,441250.1,496992,41416,3.6,100.0,44.0,Premium,Gold,Books,Net Banking,Google Ads,51,10,6,293,159,11,16,12,Yes,No,Subscribed,105
3517,Rhonda Baker,22,Female,barrettsara@example.org,7062217894,East Alexis,Wisconsin,India,South,2023-08-15,2026-01-25,54,2703,145962,475285.4,2975693,247974,3.5,100.0,45.0,Premium,Gold,Groceries,UPI,Website,6,13,9,113,180,14,26,0,No,No,Not Subscribed,177
3518,Jennifer Lewis,24,Female,mooremonique@example.com,2594283981,West Brittanytown,Colorado,India,Central,2022-05-31,2025-08-30,50,7503,375150,1300155.57,990067,82505,3.6,100.0,44.0,VIP,Platinum,Fashion,Debit Card,Referral,43,13,7,131,9,3,18,25,No,Yes,Subscribed,325
3519,Jacob Green,48,Female,patty36@example.org,5673229171,New Victoriamouth,Michigan,India,North,2023-09-07,2026-05-29,46,6263,288098,489545.4,2308062,192338,3.1,100.0,25.5,VIP,Platinum,Groceries,Wallet,Email Campaign,90,15,9,85,16,6,10,4,Yes,No,Subscribed,53
3520,Nicole Smith,44,Male,joshuayoder@example.net,9148030665,Lake Anthonyton,Kansas,India,Central,2024-12-01,2025-10-18,64,823,52672,127580.6,2837464,236455,4.1,100.0,39.0,Regular,Bronze,Beauty,Net Banking,Email Campaign,46,3,7,52,6,15,20,18,No,Yes,Not Subscribed,276
3521,William Castillo,56,Female,robert76@example.org,4282334430,Georgeberg,Washington,India,North,2022-05-31,2025-11-12,29,578,16762,49377.1,2231205,185933,4.7,100.0,33.0,New,Bronze,Sports,Credit Card,Google Ads,48,14,9,165,63,29,30,23,No,Yes,Subscribed,251
3522,Linda Reed,41,Female,carriekelly@example.org,9161112842,Mckenziebury,Wyoming,India,South,2024-06-21,2026-04-13,100,3480,348000,479057.92,369751,30812,4.9,100.0,30.5,VIP,Platinum,Home,Cash,Website,14,4,2,46,76,16,4,23,No,No,Subscribed,99
3523,Dennis Powell,33,Male,fthomas@example.org,7276905559,North Alexis,Louisiana,India,West,2025-08-18,2025-09-04,35,1340,46900,98058.14,2066760,172230,3.1,100.0,49.0,Regular,Bronze,Electronics,Debit Card,Referral,19,11,11,295,35,8,15,2,No,No,Not Subscribed,320
3524,Kyle Larson,23,Male,brianhayes@example.net,0976812788,Lake Harryfurt,South Carolina,India,East,2025-05-27,2026-05-22,67,3652,244684,397702.9,2292116,191009,3.8,100.0,22.0,Premium,Gold,Beauty,Debit Card,Email Campaign,24,4,20,263,73,20,6,16,Yes,No,Not Subscribed,60
3525,Ariana Davis,69,Male,kirkrobert@example.net,4205203065,Gomezborough,Indiana,India,East,2025-07-12,2025-11-22,2,7850,15700,46929.45,364863,30405,4.3,50.14,55.0,New,Bronze,Home,Debit Card,Website,71,7,13,282,187,28,1,2,Yes,No,Not Subscribed,241
3526,Tina Mcdowell,66,Female,santoskim@example.org,3604947421,Jocelynside,Idaho,India,East,2026-01-31,2026-04-16,6,1008,6048,8207.7,1313486,109457,4.2,55.21,50.0,At Risk,Bronze,Sports,Debit Card,Mobile App,31,2,5,70,41,26,9,18,Yes,No,Not Subscribed,96
3527,Shawn Castro,67,Female,phillipsstephen@example.com,2962584707,Lishire,Vermont,India,North,2026-07-21,2026-04-09,29,4625,134125,362514.86,1125771,93814,3.3,100.0,47.0,Premium,Gold,Sports,Wallet,Facebook,54,8,19,169,46,12,4,10,No,Yes,Subscribed,103
3528,Brittany Weber,58,Female,jeremiah44@example.org,9740639590,Cantuton,New Jersey,India,West,2021-12-23,2026-06-30,49,2858,140042,367727.97,1262103,105175,4.4,100.0,0.0,Premium,Gold,Fashion,UPI,Instagram,15,9,11,151,185,25,4,12,No,No,Not Subscribed,21
3529,Nichole Allen,52,Female,hrobinson@example.org,9331868398,Hayleybury,Montana,India,Central,2024-12-05,2026-03-02,13,6514,84682,300160.86,2917878,243156,3.8,80.94,49.0,Regular,Silver,Beauty,Wallet,Google Ads,97,1,7,142,120,29,21,8,No,No,Subscribed,141
3530,Nicholas Cortez,63,Male,ehall@example.net,0918073218,Dawnland,South Carolina,India,North,2025-11-05,2025-12-14,111,7027,779997,2633943.38,1185781,98815,4.7,100.0,33.0,VIP,Platinum,Groceries,Credit Card,Email Campaign,68,6,4,46,47,6,27,24,No,No,Subscribed,219
3531,Tracy Harris,40,Male,rjohnson@example.org,7545075686,Crawfordshire,Arkansas,India,Central,2024-03-06,2026-05-09,27,7380,199260,590816.03,2931687,244307,2.6,100.0,40.5,Premium,Gold,Electronics,Wallet,Google Ads,81,7,6,53,36,27,10,25,Yes,Yes,Not Subscribed,73
3532,Kimberly Brown,36,Female,annneal@example.com,8719139211,Paulshire,Missouri,India,North,2021-09-04,2025-10-28,46,2595,119370,305527.32,405615,33801,3.2,100.0,48.0,Regular,Silver,Home,Wallet,Website,31,1,1,282,97,26,13,10,Yes,Yes,Not Subscribed,266
3533,Daniel Hess,27,Male,driley@example.net,8926948133,Joanview,South Dakota,India,South,2025-12-11,2025-07-29,31,5534,171554,641116.46,1864697,155391,3.2,100.0,48.0,Premium,Gold,Fashion,Cash,Email Campaign,54,11,8,295,174,19,13,11,Yes,No,Not Subscribed,357
3534,Brian Stanley,51,Female,julie53@example.org,2143166518,Andrewfurt,Texas,India,North,2024-03-30,2025-09-13,116,2239,259724,413146.53,2193107,182758,4.0,100.0,40.0,VIP,Platinum,Fashion,Debit Card,Instagram,52,5,20,34,123,30,5,13,Yes,Yes,Subscribed,311
3535,Nicole Richmond,56,Female,brady98@example.org,8783326210,Williamview,New Mexico,India,West,2022-06-11,2026-02-25,58,7811,453038,1588206.09,1676281,139690,4.5,100.0,35.0,VIP,Platinum,Home,Credit Card,Facebook,62,0,2,74,197,2,0,17,Yes,Yes,Subscribed,146
3536,David Wilson,48,Male,nathan52@example.org,6230817260,West David,Arkansas,India,East,2024-06-30,2026-03-23,42,5355,224910,630695.11,515557,42963,3.7,100.0,43.0,Premium,Gold,Sports,Cash,Facebook,42,15,16,252,52,17,1,11,No,No,Not Subscribed,120
3537,Kyle Jones,18,Male,idaniels@example.net,7279999499,South Roger,Wyoming,India,West,2025-02-25,2025-09-28,105,2054,215670,506799.64,1948209,162350,4.8,100.0,32.0,Premium,Gold,Books,Cash,Instagram,18,1,6,214,113,7,22,18,No,No,Subscribed,296
3538,Wendy Robles,23,Male,karlathornton@example.net,7408656002,Johnsonport,Pennsylvania,India,South,2023-07-06,2026-06-26,62,4811,298282,470886.74,981307,81775,3.0,100.0,12.5,VIP,Platinum,Sports,Net Banking,Mobile App,78,8,19,241,9,34,7,9,Yes,No,Subscribed,25
3539,Patricia Lee,43,Female,jason17@example.com,7987679936,Jacobshire,North Dakota,India,East,2022-01-12,2025-11-06,35,4913,171955,588136.76,2305293,192107,3.6,100.0,44.0,Premium,Gold,Sports,Cash,Mobile App,81,9,10,296,187,36,8,3,Yes,Yes,Subscribed,257
3540,Kyle Hale,28,Male,sharonvasquez@example.com,1546334419,East Bethanyport,Illinois,India,West,2024-12-23,2026-03-25,50,2835,141750,277856.14,2459474,204956,4.4,100.0,36.0,Premium,Gold,Books,Cash,Website,8,15,11,186,33,21,26,22,Yes,No,Not Subscribed,118
3541,Maria Green,26,Female,katrinawoodard@example.com,1559720565,New Devonchester,South Dakota,India,North,2021-10-11,2025-11-20,98,7605,745290,1267280.72,2532096,211008,3.9,100.0,41.0,VIP,Platinum,Groceries,Credit Card,Mobile App,59,6,15,214,12,11,15,16,Yes,Yes,Subscribed,243
3542,Ana Marshall,59,Female,valdezashley@example.com,0833888069,New Timothy,Utah,India,Central,2025-12-16,2026-03-28,27,5655,152685,343673.03,416589,34715,3.0,100.0,50.0,Premium,Gold,Electronics,Wallet,Facebook,79,4,16,181,134,27,14,8,No,Yes,Subscribed,115
3543,Christina Barber,43,Male,jenningswendy@example.org,5288151369,Garciatown,Alaska,India,Central,2025-06-20,2025-11-25,84,1435,120540,436904.13,2090377,174198,4.3,100.0,37.0,Premium,Gold,Groceries,Credit Card,Google Ads,40,0,13,25,176,37,9,22,Yes,No,Not Subscribed,238
3544,Harry Kirk,22,Male,bfoley@example.com,1345516388,Sheltonville,Arizona,India,North,2024-11-26,2025-10-13,16,7756,124096,397061.45,935188,77932,3.9,95.82,45.0,Premium,Gold,Books,Wallet,Facebook,57,6,0,233,64,25,25,25,Yes,No,Not Subscribed,281
3545,Mitchell Morris,42,Male,wilsonkatherine@example.org,6608989112,Garciabury,Oklahoma,India,North,2025-10-20,2025-10-31,59,4993,294587,882001.75,664723,55393,2.9,100.0,51.0,VIP,Platinum,Beauty,Cash,Google Ads,58,8,19,67,120,27,10,10,Yes,Yes,Subscribed,263
3546,Erica Compton,44,Male,bowerschristopher@example.net,0335969007,North Christine,Florida,India,West,2021-10-25,2025-10-21,38,5619,213522,312165.79,2938303,244858,2.8,100.0,52.0,Premium,Gold,Electronics,Wallet,Mobile App,97,11,13,70,60,15,28,6,No,No,Subscribed,273
3547,Jessica Griffin,55,Male,tranbrenda@example.com,0177626094,Nathanfort,Rhode Island,India,North,2022-12-09,2026-02-18,58,1651,95758,344198.77,1536728,128060,4.1,100.0,39.0,Regular,Silver,Fashion,UPI,Instagram,7,8,3,188,22,12,1,15,Yes,Yes,Subscribed,153
3548,Nathan Brewer,40,Male,zpierce@example.net,6928041795,East Jeffreyton,Alaska,India,North,2023-09-05,2026-06-23,117,4417,516789,1488937.92,393034,32752,4.6,100.0,0.0,VIP,Platinum,Groceries,Net Banking,Google Ads,25,4,4,217,61,0,30,6,Yes,No,Subscribed,28
3549,Sue Wallace,59,Female,lwilliams@example.net,5038471068,South Johnmouth,Georgia,India,East,2022-06-14,2026-05-19,94,5468,513992,984873.06,1939174,161597,2.8,100.0,33.5,VIP,Platinum,Fashion,Wallet,Mobile App,80,11,20,255,156,34,21,21,Yes,Yes,Not Subscribed,63
3550,John Miller,19,Male,josephcindy@example.com,5130120730,West Vincent,Colorado,India,North,2024-08-24,2026-01-22,92,5514,507288,1400904.1,1809546,150795,3.5,100.0,45.0,VIP,Platinum,Beauty,Debit Card,Website,86,2,2,154,5,10,23,3,Yes,No,Subscribed,180
3551,Andrew Morgan,28,Female,kelseyhubbard@example.com,7261958436,West Anna,Ohio,India,West,2022-01-10,2026-03-11,60,7807,468420,1157436.04,675103,56258,2.9,100.0,51.0,VIP,Platinum,Fashion,Debit Card,Referral,88,7,7,72,56,17,29,11,Yes,Yes,Not Subscribed,132
3552,Diane Roberts,61,Female,alicia22@example.net,8576236239,Lake Matthew,Alabama,India,Central,2022-03-28,2026-07-09,119,3680,437920,727823.05,718844,59903,4.3,100.0,0.0,VIP,Platinum,Fashion,Net Banking,Facebook,20,15,13,190,166,27,10,14,Yes,No,Subscribed,12
3553,Douglas Ferguson,44,Male,sherri52@example.com,8708806357,North Laura,Maryland,India,East,2021-12-06,2026-06-27,87,1639,142593,194900.87,1035412,86284,2.7,100.0,15.0,Premium,Gold,Home,Wallet,Facebook,2,12,20,66,31,16,28,2,No,No,Subscribed,24
3554,Clayton Mcdonald,18,Male,victoriathompson@example.org,7164316958,Charlesland,Nevada,India,Central,2023-01-19,2025-11-25,97,1026,99522,298612.84,1384330,115360,3.1,100.0,49.0,Regular,Silver,Fashion,Credit Card,Google Ads,15,12,3,162,104,21,7,25,Yes,No,Subscribed,238
